accuracy,precision,recall,f1,auc,eer,tpr_at_1pct_fpr,tpr_at_0_1pct_fpr,ece,brier,tn,fp,fn,tp,setting,n_images
0.9665720185854414,0.9715039577836412,0.9606052700234803,0.9660238751147843,0.9953481878650783,0.03304175375569891,0.9465170884424733,0.8275502217584138,0.030750604153711263,0.02562547065160738,3807,108,151,3682,ensemble_standard,7748
0.9712183789364998,0.9775132275132276,0.963996869292982,0.970707999474583,0.9958285228200754,0.03123463342972686,0.9512131489694756,0.8792068875554396,0.031837130053412176,0.024455696797679647,3830,85,138,3695,ensemble_tta,7748
