accuracy,precision,recall,f1,auc,eer,tpr_at_1pct_fpr,tpr_at_0_1pct_fpr,ece,brier,tn,fp,fn,tp,split,loss
0.9636,0.9715215622457283,0.9552,0.963291649858814,0.9934912000000001,0.03786666666666669,0.9173333333333333,0.7478666666666667,0.010652032579792133,0.03010365425281966,7290,210,336,7164,unseen_dataset_C,0.11449948628743489
