Setting,accuracy,precision,recall,f1,auc,eer,tpr_at_1pct_fpr,tpr_at_0_1pct_fpr,ece,brier,tn,fp,fn,tp
Standard,0.9642,0.961676170269195,0.9669333333333333,0.9642975865966359,0.9946840622222222,0.03520000000000001,0.9241333333333334,0.7516,0.012323900696573194,0.026461988058968242,7211,289,248,7252
